id,label,weight,n_classes,n_labels,length,allow_unlabeled,sparse,return_indicator,return_distributions,random_state
481,7,100,2,2,5, True, True, 'False', False, 'None'
482,7,100,2,2,5, True, True, 'False', False, 'None'
483,7,100,2,2,5, True, True, 'False', False, 'None'
484,7,100,2,2,5, True, True, 'False', False, 'None'
485,7,100,2,2,5, True, True, 'False', False, 'None'
486,7,100,2,2,5, True, True, 'False', False, 'None'
487,7,100,2,2,5, True, True, 'False', False, 'None'
488,7,100,2,2,5, True, True, 'False', False, 'None'
489,7,100,2,2,5, True, True, 'False', False, 'None'
490,7,100,2,2,5, True, True, 'False', False, 'None'
491,7,100,2,2,5, True, True, 'False', False, 'None'
492,7,100,2,2,5, True, True, 'False', False, 'None'
493,7,100,2,2,5, True, True, 'False', False, 'None'
494,7,100,2,2,5, True, True, 'False', False, 'None'
