size,time,label,result
4901,2556657,6,TRUE
5001,2600426,6,TRUE
5101,2650126,6,TRUE
5201,2702556,6,TRUE
5301,2755439,6,TRUE
5401,2807674,6,TRUE
5501,2860750,6,TRUE
5601,2914071,6,TRUE
5701,2960437,6,TRUE
5801,3013961,6,TRUE
5901,3061045,6,TRUE
6001,3119277,6,TRUE
6101,3172504,6,TRUE
6201,3222243,6,TRUE
6301,3270909,6,TRUE
6401,3323340,6,TRUE
6501,3376842,6,TRUE
6601,3433431,6,TRUE
6701,3495225,6,TRUE
6801,3529407,6,TRUE
6901,3581535,6,TRUE
7001,3635494,6,TRUE
7101,3684732,6,TRUE
7201,3745368,6,TRUE
7301,3792536,6,TRUE
7401,3841466,6,TRUE
7501,3891518,6,TRUE
7601,3944894,6,TRUE
7701,4003136,6,TRUE
7801,4056424,6,TRUE
7901,4107713,6,TRUE
8001,4155227,6,TRUE
8101,4201648,6,TRUE
8201,4255884,6,TRUE
8301,4305105,6,TRUE
8401,4359133,6,TRUE
8501,4431423,6,TRUE
8601,4465262,6,TRUE
8701,4514388,6,TRUE
8801,4567665,6,TRUE
8901,4621943,6,TRUE
9001,4671882,6,TRUE
9101,4728686,6,TRUE
9201,4777945,6,TRUE
9301,4822988,6,TRUE
9401,4874535,6,TRUE
9501,4930841,6,TRUE
9601,4982062,6,TRUE
9701,5030692,6,TRUE
9801,5085990,6,TRUE
9901,5133250,6,TRUE
10000,5186372,6,TRUE
1,1528,7,TRUE
101,52778,7,TRUE
201,105364,7,TRUE
301,156919,7,TRUE
401,208441,7,TRUE
501,260375,7,TRUE
601,311713,7,TRUE
701,363628,7,TRUE
801,414087,7,TRUE
901,465323,7,TRUE
1001,518259,7,TRUE
1101,569222,7,TRUE
1201,621225,7,TRUE
1301,673191,7,TRUE
1401,723611,7,TRUE
1501,775947,7,TRUE
1601,826809,7,TRUE
1701,879737,7,TRUE
1801,929366,7,TRUE
1901,981319,7,TRUE
2001,1033758,7,TRUE
2101,1085198,7,TRUE
2201,1136349,7,TRUE
2301,1188673,7,TRUE
2401,1238905,7,TRUE
2501,1290260,7,TRUE
2601,1340709,7,TRUE
2701,1392467,7,TRUE
2801,1445576,7,TRUE
2901,1499132,7,TRUE
3001,1553188,7,TRUE
3101,1595835,7,TRUE
3201,1648917,7,TRUE
3301,1707948,7,TRUE
3401,1754641,7,TRUE
3501,1815027,7,TRUE
3601,1853821,7,TRUE
3701,1908288,7,TRUE
3801,1979334,7,TRUE
3901,2018617,7,TRUE
4001,2062998,7,TRUE
4101,2131986,7,TRUE
4201,2174408,7,TRUE
4301,2218027,7,TRUE
4401,2274552,7,TRUE
4501,2341518,7,TRUE
4601,2380253,7,TRUE
4701,2426204,7,TRUE
4801,2500455,7,TRUE
4901,2545641,7,TRUE
5001,2598775,7,TRUE
5101,2653717,7,TRUE
5201,2699925,7,TRUE
5301,2755730,7,TRUE
5401,2805885,7,TRUE
5501,2855491,7,TRUE
5601,2911063,7,TRUE
5701,2963743,7,TRUE
5801,3011368,7,TRUE
5901,3067503,7,TRUE
6001,3111423,7,TRUE
6101,3165927,7,TRUE
6201,3216954,7,TRUE
6301,3276651,7,TRUE
6401,3323196,7,TRUE
6501,3379536,7,TRUE
6601,3427582,7,TRUE
6701,3477908,7,TRUE
6801,3528714,7,TRUE
6901,3588221,7,TRUE
7001,3631376,7,TRUE
7101,3684568,7,TRUE
7201,3737326,7,TRUE
7301,3787400,7,TRUE
7401,3860874,7,TRUE
7501,3896945,7,TRUE
7601,3939793,7,TRUE
7701,4009728,7,TRUE
7801,4047309,7,TRUE
7901,4113247,7,TRUE
8001,4150382,7,TRUE
8101,4206840,7,TRUE
8201,4259108,7,TRUE
8301,4303847,7,TRUE
8401,4362369,7,TRUE
8501,4408292,7,TRUE
8601,4477148,7,TRUE
8701,4515738,7,TRUE
8801,4566563,7,TRUE
8901,4625897,7,TRUE
9001,4667387,7,TRUE
9101,4732083,7,TRUE
9201,4797333,7,TRUE
9301,4823654,7,TRUE
9401,4871503,7,TRUE
9501,4928105,7,TRUE
9601,4978560,7,TRUE
9701,5038908,7,TRUE
9801,5092027,7,TRUE
9901,5137850,7,TRUE
10000,5190238,7,TRUE
1,1043,8,TRUE
101,1067,8,TRUE
201,1124,8,TRUE
301,1171,8,TRUE
401,1210,8,TRUE
501,1262,8,TRUE
601,1346,8,TRUE
701,1356,8,TRUE
801,1389,8,TRUE
901,1461,8,TRUE
1001,1500,8,TRUE
1101,1531,8,TRUE
1201,1626,8,TRUE
1301,1649,8,TRUE
1401,1685,8,TRUE
1501,1757,8,TRUE
1601,1792,8,TRUE
1701,1833,8,TRUE
1801,1907,8,TRUE
1901,1932,8,TRUE
2001,1973,8,TRUE
2101,2051,8,TRUE
2201,2081,8,TRUE
2301,2115,8,TRUE
2401,2232,8,TRUE
2501,2228,8,TRUE
2601,2272,8,TRUE
2701,2335,8,TRUE
2801,2355,8,TRUE
2901,2435,8,TRUE
3001,2482,8,TRUE
3101,2503,8,TRUE
3201,2554,8,TRUE
3301,2657,8,TRUE
3401,2647,8,TRUE
3501,2687,8,TRUE
3601,2777,8,TRUE
3701,2799,8,TRUE
3801,2828,8,TRUE
3901,2923,8,TRUE
4001,2933,8,TRUE
4101,2975,8,TRUE
4201,3099,8,TRUE
4301,3087,8,TRUE
